19.852150791106418,74.87506364682143,1,A
19.888016013898856,74.74034067303698,2,A
19.85837922895358,74.76380802517703,3,A
19.925641425379233,74.68596021296598,4,A
19.896752152256564,74.71561491424985,5,A
19.88663024138311,74.72452723236077,6,A
19.8708451734253,74.77486959032608,7,A
19.83788557072968,74.7837215012939,8,A
19.847442008862135,74.74229076276897,9,A
19.880979369757423,74.66258595934406,10,A
20.03297042964591,74.41082529106707,11,A
20.290786003857207,73.99913409690242,12,A
20.549772647677287,73.53892164228448,13,A
20.84870076854045,72.95317908544361,14,A
21.11044771607364,72.32118564648266,15,A
21.38709894539954,71.61553076596987,16,A
21.65488085831358,70.8399875084879,17,A
21.920670687742504,70.12215408479943,18,A
22.062417355166485,69.5721856016544,19,A
21.94544429343078,69.31498879361071,20,A
21.404432578978756,69.51524795295231,21,A
44.98216341707405,50.423736811309716,1,2
44.94420211862006,50.29456749560981,2,2
44.82708670542074,50.40465048904452,3,2
44.84556531595353,50.40143572305658,4,2
44.882981295137945,50.368658024355604,5,2
44.903755624620175,50.331415688163816,6,2
44.85068845538199,50.38181538436623,7,2
44.82125017417982,50.388627651961556,8,2
44.78564441029646,50.386264112285296,9,2
44.84741081094357,50.273287020330734,10,2
44.96353073347374,50.07369437277328,11,2
45.20922162250676,49.72587684769397,12,2
45.37669913918517,49.35842190245455,13,2
45.5082207919977,48.88641771043217,14,2
45.564037234303825,48.355728407718395,15,2
45.57203544921944,47.75620514830724,16,2
45.472354979903926,47.10026479925594,17,2
45.28906450885009,46.49674910659467,18,2
44.90691252671113,46.05291811305332,19,2
44.12578243232775,45.93730338819413,20,2
42.77487433840418,46.27873437833159,21,2
47.07127201269745,48.18229914594513,1,3
46.934167265031554,48.421261479158005,2,3
46.86127892253516,48.49851647001758,3,3
46.78386050092335,48.61072408597783,4,3
46.68613480616231,48.728400565155304,5,3
46.69593956562795,48.68995908089392,6,3
46.667440059785086,48.72538519024122,7,3
46.63770716275556,48.72798526842627,8,3
46.669325134060216,48.66359543723044,9,3
46.744910469217245,48.53193695914585,10,3
46.920445412267384,48.28556806550665,11,3
47.148464921255005,47.969754872179074,12,3
47.33156982630763,47.57677574553203,13,3
47.45050115932294,47.10668333825658,14,3
47.496600694969025,46.59188195598529,15,3
47.469911939976136,45.99433705944907,16,3
47.333111930326915,45.34937061197198,17,3
47.07232535499681,44.781211185336865,18,3
46.59119146779051,44.39074815867683,19,3
45.76530959144204,44.27788438293243,20,3
44.34756721120386,44.60354136554926,21,3
48.985950600498526,46.51786388700053,1,4
49.00351036122749,46.62552372324765,2,4
48.96448866318035,46.65496170716205,3,4
48.95521542485388,46.6503630543779,4,4
48.925641064385985,46.695326311972075,5,4
48.89743605884538,46.723153528015764,6,4
48.90319690644589,46.70068568745497,7,4
48.94675455910546,46.63485602576331,8,4
49.018936992834085,46.55389549600984,9,4
49.07705791905462,46.450469782430474,10,4
49.20345683931399,46.26940264415233,11,4
49.42037587793807,45.9508181493278,12,4
49.59993605952277,45.551195977562706,13,4
49.665897529314925,45.12785221767936,14,4
49.66860228622234,44.63561363673571,15,4
49.56141179359555,44.07734736185947,16,4
49.36158676686917,43.479652105897046,17,4
49.024045766283045,42.942615863742056,18,4
48.455520726771674,42.5613372662354,19,4
47.5419265628719,42.43782325672771,20,4
46.045205871294236,42.75092334899084,21,4
51.46577338708151,44.285470958950775,1,5
51.30070088602573,44.55538133111669,2,5
51.347030238940505,44.453256791802,3,5
51.41166142780279,44.4165982310575,4,5
51.388495591927665,44.45602310698307,5,5
51.506589855806595,44.33530394510394,6,5
51.520643370901055,44.329916369334164,7,5
51.54838907596935,44.29173854253439,8,5
51.51103223451522,44.303683285294134,9,5
51.55990114804949,44.1962237648698,10,5
51.67764501546351,44.02020382314275,11,5
51.869685934292384,43.7267872171403,12,5
51.998530417596655,43.3583443092164,13,5
52.07387811567119,42.90221585806859,14,5
52.04678509763255,42.404594946967826,15,5
51.8996512193165,41.875982273068374,16,5
51.634142251608274,41.308690809469816,17,5
51.22639124738962,40.820342204326174,18,5
50.60587903882098,40.44966707704476,19,5
49.6206307403317,40.34708653092818,20,5
48.02919839265006,40.65543559363173,21,5
51.40462722990484,44.30676680350353,1,6
51.2781258564152,44.5402054451469,2,6
51.329182849984576,44.462629912436974,3,6
51.28374645240198,44.524775338468004,4,6
51.32431819898768,44.478733852081284,5,6
51.29339922566023,44.49935471686235,6,6
51.2633547513095,44.533558577400214,7,6
51.272662025068406,44.50834708577985,8,6
51.27428164929503,44.4553796824211,9,6
51.355613089876286,44.315904966395294,10,6
51.51148418992687,44.083496412263536,11,6
51.755766271286184,43.753481477751585,12,6
51.90246991399018,43.37788260719276,13,6
51.98379354574183,42.91824075809952,14,6
51.97966527502099,42.39996576476111,15,6
51.8767464692999,41.810475039649575,16,6
51.67239755482106,41.192646692966555,17,6
51.358456206309114,40.650569397705624,18,6
50.77334774862149,40.29000167935457,19,6
49.78489314518603,40.21832614107649,20,6
48.195935145010274,40.5678138143214,21,6
40.765523107456765,54.2595217843304,1,7
40.679039177517815,54.33352862245573,2,7
40.642735215011434,54.397545965898,3,7
40.548800649982525,54.5054747801113,4,7
40.50272678828558,54.52556151430288,5,7
40.51360239916332,54.52520759567042,6,7
40.55605352109634,54.45469173533192,7,7
40.497408298170924,54.44794624758431,8,7
40.539570082585975,54.332876272229235,9,7
40.69621521097373,54.089068978942315,10,7
40.959672057355604,53.72517622965606,11,7
41.34436391469096,53.22444492741298,12,7
41.72364314094354,52.63143356831434,13,7
42.11324870547453,51.90237199181439,14,7
42.51104984905679,51.072225946103956,15,7
42.91017715107805,50.13689698590398,16,7
43.274448138896574,49.12828345822953,17,7
43.58810942254346,48.373508270528276,18,7
43.58548934180816,47.926153601305046,19,7
43.04806164045713,47.939931926377675,20,7
41.79749437124412,48.53742335263278,21,7
36.78612585721572,58.521149377514966,1,8
36.84488897703983,58.43085031025983,2,8
36.83395739592839,58.380164249079634,3,8
36.77974262866206,58.384867396168694,4,8
36.743727551186126,58.44528626840756,5,8
36.79742655969179,58.40097951886487,6,8
36.88490313042118,58.338391973085336,7,8
